,topic,tweet_volume
0,Chelsea,278003.0
1,billie,122140.0
2,Neymar,69444.0
3,Burkina Faso,58288.0
4,Mandi,50810.0
5,Roberto Fraile,46579.0
6,Marcelo,41224.0
7,Mount,34294.0
8,Monteros,29294.0
9,#HalaMadrid,19802.0
10,Werner,18535.0
11,Tuchel,18309.0
12,Antalya,17703.0
13,Camille,17290.0
14,Pulisic,13500.0
15,#yoveosálvame,12306.0
16,Sandokan,12097.0
17,Rudy,12006.0
18,Juanma,10320.0
19,Del 1 al 10,10292.0
20,Mendy,10138.0
21,Casa Real,10023.0
22,Efes,
23,#Pasapalabra244,
24,#Euroleague,
25,Llull,
26,Micic,
27,#cierrertve,
28,Laso,
29,Tavares,
30,VAMOS REAL,
31,El Lute,
32,Lydia,
33,Larkin,
34,garuba,
35,De Ligt,
36,Laura Fa,
37,Mónica López,
38,Juanmita,
39,Xerath,
40,Valdebebas,
41,Bardem,
42,Azpilicueta,
43,Carvajal,
44,Mossos,
45,Beatriz de Vicente,
46,Clandestino,
47,Wizink,
48,Lequio,
49,Nathy Peluso,
