,topic,tweet_volume
0,#방탄소년단,906720.0
1,#BTS_Butter,850759.0
2,Amazon,760390.0
3,billie,116296.0
4,Institución,34278.0
5,Abuela,31866.0
6,#OrdenYPatria,31479.0
7,Carabineros de Chile,30504.0
8,Feliz Aniversario,28100.0
9,San Antonio,25681.0
10,El TC,24650.0
11,#PacosCuliaos,18140.0
12,#PacosCuliaos,18140.0
13,#animeselcaday,17247.0
14,#ANITWTselcaDAY,16816.0
15,Muchas Felicidades,14462.0
16,Lila,11013.0
17,Tribunal Constitucional,10052.0
18,Pamela Jiles,
19,#Bienvenidos13,
20,#Somos94años,
21,Sergio Lagos,
22,María Luisa Brahm,
23,Aróstica,
24,Doggis,
25,Amaro,
26,Bárbara Figueroa,
27,Helhue,
28,La CUT,
29,ARCIS,
30,Cordero,
31,#TerceRetiro10ciento,
32,#FelizMartesATodos,
33,#muchogusto,
34,#LaVozDeLosQueSobran,
35,#ContigoEnLaManana,
