,topic,tweet_volume
0,Biden,642218.0
1,Chelsea,212047.0
2,billie,116471.0
3,Bayern,114784.0
4,Congreso,93929.0
5,Este Gobierno,68597.0
6,Nagelsmann,67938.0
7,SPOTIFY KING JIMIN,67174.0
8,Natalia Bedoya,60259.0
9,Burkina Faso,50966.0
10,Marcelo,36561.0
11,Hoy 27,24099.0
12,Medellín,20912.0
13,Galatasaray,17310.0
14,Rolando,16919.0
15,Dane,15382.0
16,Desprecio,12649.0
17,Extorsión,10036.0
18,#VanessaPregúnteleAUribe,
19,#BebidasAzucaradasSon,
20,#NoALaReforma,
21,#MarcharEnPandemiaEs,
22,Daniel Galán,
23,Lalis,
24,Rohan Dennis,
25,ATP 250 de Múnich,
26,Ineos,
27,Cine Colombia,
28,Edson Velandia,
29,Adriana Lizcano,
30,caloto,
31,Gaviria,
32,Juan Guillermo Bolívar,
33,Titiribí,
34,Miguel Ángel López,
35,Turbay,
36,ESMAD,
37,Cúcuta,
38,Guarumo,
39,Falcao,
40,La DIAN,
41,Ley 100,
42,Atlético Mineiro,
43,Los Mártires,
44,Julián Román,
45,Quintero,
46,Miguelito,
47,Feid,
