,topic,tweet_volume
0,#BTS_Butter,823782.0
1,King,542946.0
2,Pfizer,235605.0
3,Chelsea,221321.0
4,West,215002.0
5,Real Madrid,141212.0
6,Teams,132418.0
7,billie,115456.0
8,Mario,105229.0
9,Xbox,71952.0
10,Moderna,67772.0
11,Vita,62623.0
12,#Ethereum,40817.0
13,Lena,31766.0
14,Bundesliga,29656.0
15,NATO,22201.0
16,Astra,18358.0
17,Leyen,16083.0
18,Ajax,15230.0
19,Stefan,12717.0
20,Kina,10925.0
21,Vapenvallen,
22,B-lag,
23,Johnny Takter,
24,Timrå,
25,#HV71,
26,öland,
27,Olausson,
28,Björklöven,
29,Bolund,
30,Kindred,
31,Region Stockholm,
32,Linus,
33,#Hockeyallsvenskan,
34,Belarus,
35,Anders Tegnell,
36,Åberg,
37,notera,
38,löfvens,
39,Riktigt,
40,Otroligt,
41,Syrien,
42,Växjö,
43,Jamen,
44,släpp,
45,Göran,
46,Lägg,
47,Källa,
