,topic,tweet_volume
0,#BTSARMY,1109520.0
1,#방탄소년단,918284.0
2,#BTS_Butter,843229.0
3,Apple,488953.0
4,Zoom,166180.0
5,billie,121537.0
6,#Our_Healer_PILDAY,82714.0
7,ПОНИМАЮ,13485.0
8,Надеюсь,12610.0
9,#BTSнаВКФЕСТ,
10,володина,
11,Словакии,
12,сталинградской,
13,хммм,
14,Котик,
15,зеленский,
16,справа,
17,Европу,
18,РЫДАЮ,
19,Оооо,
20,донбассу,
21,Извиняюсь,
22,подмосковья,
23,ростове,
24,Хватит,
25,Сложно,
26,Красивый,
27,академик черский,
28,Серьезно,
29,проще,
30,Ахметова,
31,Знаешь,
32,Боже,
33,Аааа,
34,в любви,
35,Справедливо,
36,Лера,
37,чжунли,
38,Простите,
39,А ОЙ,
40,Классно,
41,Бразилии,
42,австралии,
43,в ссср,
44,Отдохни,
45,Смотря,
46,СЧИТАЮ,
47,Президент,
48,Многие,
49,Правильно,
