,topic,tweet_volume
0,Federal,253481.0
1,Iran,216962.0
2,Chelsea,211413.0
3,Zoom,167069.0
4,Tucker Carlson,163069.0
5,Real Madrid,137223.0
6,billie,116471.0
7,Wonpil,105663.0
8,Fox News,98561.0
9,Nintendo,95907.0
10,Ontario,78978.0
11,Philippines,43986.0
12,Sega,40678.0
13,Toronto,38678.0
14,#tuesdayvibe,28790.0
15,Parks,26351.0
16,Human Rights Watch,26123.0
17,Catholic,19887.0
18,Mario Party,19226.0
19,Rose McGowan,17248.0
20,Montréal,17067.0
21,Feds,14893.0
22,aaron taylor johnson,14464.0
23,North America,13248.0
24,Newfoundland,
25,Kananaskis,
26,#LTCstandardsNow,
27,#YIAYgame,
28,CRSB,
29,steve harvey,
30,Kayla,
31,Joe Rogan,
32,CSRB,
33,chaudière-appalaches,
34,K-Country,
35,miroslav frycer,
36,outaouais,
37,capitale-nationale,
38,Laval,
39,Environment Canada,
40,George Springer,
41,François Legault,
42,Zone 3,
43,Nouvelle-Écosse,
44,Sewell,
45,Prime Minister Justin Trudeau,
46,how jesus,
47,Turner Sports,
