,topic,tweet_volume
0,#BTS_Butter,844136.0
1,Tucker Carlson,172194.0
2,Real Madrid,152903.0
3,billie,121537.0
4,Fox News,119862.0
5,wonpil,112068.0
6,Flowers,86636.0
7,The CDC,61340.0
8,Fields,59256.0
9,Willow,54449.0
10,Andrew Brown Jr.,50034.0
11,Sega,42248.0
12,Marcelo,40390.0
13,Mario Party,20390.0
14,Rose McGowan,18252.0
15,New CDC,17850.0
16,aaron taylor johnson,17452.0
17,#MichaelJacksonWasFramed,14879.0
18,SNKRS,14468.0
19,Pulisic,12685.0
20,Babe Ruth,12550.0
21,Joe Rogan,
22,#WhyImSingle,
23,#YIAYgame,
24,Real ID,
25,Steve Harvey,
26,lightning mcqueen crocs,
27,James Carville,
28,Fear Factor,
29,Chris Simms,
30,Azpi,
31,PERCY JACKSON,
32,Miitopia,
33,Nick Fuentes,
34,NewsRadio,
35,Sewell,
36,Victor Hill,
37,Flintstones,
38,Pioneer League,
39,Chelsea Green,
40,Thanks CDC,
41,Scherff,
42,Hank Aaron,
43,Xerath,
44,The Tyranny of Big Tech,
45,annabeth,
46,Known Agenda,
47,Tony Blair,
48,Fairness Doctrine,
