,topic,tweet_volume
0,#BTS_Butter,851892.0
1,الإمارات,350637.0
2,الكويت,335324.0
3,Chelsea,257402.0
4,الهلال,61186.0
5,مكة المكرمة,34804.0
6,قمر الليله,32798.0
7,#Ramadan,29396.0
8,#رمضان_مبارك,28893.0
9,ريال مدريد,18534.0
10,السناب,15202.0
11,علي الاقل,11821.0
12,صالح الاعمال,11477.0
13,الريال,10245.0
14,#قرنقشوه,
15,#علي_راشد_اين_اللقاح,
16,#فوازير_العز,
17,#القمر_العملاق,
18,مارسيلو,
19,#كاس_العرب,
20,مسجد المضمار,
21,بنزيما,
22,زيدان,
23,هازارد,
24,#بنك_العز_الاسلامي,
25,#مسابقات_بنك_نزوي,
26,#اخدود_السحب_الثقال,
27,#تصويري,
28,#شهر_الفوز,
29,#الشهر_الفضيل,
