,topic,tweet_volume
0,#방탄소년단,906720.0
1,#BTS_Butter,850759.0
2,Tucker Carlson,163069.0
3,billie,116296.0
4,Wonpil,105603.0
5,ピンクムーン,99926.0
6,#우리의봄_원필아_생일축하해,87533.0
7,#alkolümedokunma,83865.0
8,Renan Calheiros,81750.0
9,#Our_Healer_PILDAY,81456.0
10,CPI da Covid,81257.0
11,#あんスタ6周年,70380.0
12,SPOTIFY KING JIMIN,67174.0
13,Burkina Faso,50966.0
14,David Beriain,48867.0
15,The CDC,47638.0
16,DO IT LIKE ITZY,46969.0
17,WATCH OUT FOR ERICA,46283.0
18,Roberto Fraile,39811.0
19,CHARTBUSTER SEETI MAAR,34976.0
20,SSRians Pray 4 Better India,33368.0
21,Carabineros de Chile,30504.0
22,Mario Party,19226.0
23,Camille,16781.0
24,Martha Koome,16726.0
25,Flávio Bolsonaro,16385.0
26,ウマ娘メンテ,14618.0
27,aaron taylor johnson,14464.0
28,SNKRS,14121.0
29,تشيلسي,13396.0
30,クシャル,11765.0
31,Vbank,11703.0
32,#مقلب_رامز_بريم_عبدالله,11271.0
33,Xerath,
34,Mercado Livre,
35,ريم عبدالله,
36,モンハンアプデ,
37,Steve Harvey,
38,AdnanBey Olmayınca,
39,Colreevy,
40,RITA CASTILLO,
41,ENTÃO FAZ O L,
42,Omar Aziz,
43,Joe Rogan,
44,Real ID,
45,Fernanda Familiar,
46,Tony Blair,
47,Lightning McQueen crocs,
48,#1970ruhuyla,
49,#KCORP,
