,topic,tweet_volume
0,#방탄소년단,907532.0
1,#BTS_Butter,852393.0
2,Óscar,358872.0
3,Pfizer,239949.0
4,El 27,156241.0
5,Jeonghan,121792.0
6,billie,116713.0
7,Wonpil,105730.0
8,Un 27,85339.0
9,Anvisa,76435.0
10,Champions League,76404.0
11,SPOTIFY KING JIMIN,67260.0
12,shawn,51484.0
13,DO IT LIKE ITZY,46990.0
14,Sinopharm,26669.0
15,Covidiota,24247.0
16,Gabinete,21826.0
17,#animeselcaday,17457.0
18,Lázaro Báez,14227.0
19,Tigre,13487.0
20,#animetwt,12889.0
21,Pagni,12701.0
22,La RAE,12066.0
23,Cabak,11199.0
24,Renunciar,11137.0
25,Ventura,10473.0
26,#NestorKirchner,
27,#Intrusos,
28,Hace 18,
29,Costa Salguero,
30,Busquets,
31,CIBI,
32,Coloccini,
33,Fassi,
34,Felipe Miguel,
35,Sandez,
36,Cecilia Nicolini,
37,Laura Alonso,
38,Salazar,
39,Casi Ángeles,
40,J Balvin,
41,Villarreal,
42,Consejo del Salario,
43,leandro santoro,
44,Laurita,
45,la afip,
46,Casa Rosada,
47,troye,
48,Santiago Cafiero,
49,hoy juega boca,
